revision;newArtefactsReferencingEditedOnes
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_ad48663_503176c/rev_ad48663-503176c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_1c0a2c7_e597d9e/rev_1c0a2c7-e597d9e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_4d931ed_14fa25d/rev_4d931ed-14fa25d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_f125ca1_21f44a7/rev_f125ca1-21f44a7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_660f9fd_d5b3d13/rev_660f9fd-d5b3d13.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_78faef7_282956f/rev_78faef7-282956f.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_282956f_7ae6234/rev_282956f-7ae6234.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_251bac0_120c951/rev_251bac0-120c951.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_609b90c_a6c1a7b/rev_609b90c-a6c1a7b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_3736f8f_326f5c9/rev_3736f8f-326f5c9.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_a7ca132_a0b8396/rev_a7ca132-a0b8396.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_2f656f8_b6335e6/rev_2f656f8-b6335e6.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_5ab86b9_fbfc138/rev_5ab86b9-fbfc138.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_dbf5039_80a6460/rev_dbf5039-80a6460.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/eureka/revisions/rev_e394889_c4dd430/rev_e394889-c4dd430.revisions;0
