/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_570c895_c0bbbf7/rev_570c895-c0bbbf7.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_6197837_2f20f91/rev_6197837-2f20f91.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_9fe20ee_cb4c4fb/rev_9fe20ee-cb4c4fb.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_e621352_4d3f604/rev_e621352-4d3f604.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_dc46d2e_82b5bbd/rev_dc46d2e-82b5bbd.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_0f625f5_2cda7e0/rev_0f625f5-2cda7e0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_fd2b368_5384786/rev_fd2b368-5384786.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_0a183e0_02003ef/rev_0a183e0-02003ef.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_96e7e69_7e8743e/rev_96e7e69-7e8743e.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_8dc114d_51bb741/rev_8dc114d-51bb741.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_764b280_6bc5001/rev_764b280-6bc5001.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_a3a2c56_a875cf0/rev_a3a2c56-a875cf0.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_50eeb45_8cee0c9/rev_50eeb45-8cee0c9.revisions;732
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_13f431c_7fbb5ff/rev_13f431c-7fbb5ff.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_8ab73f5_df47d15/rev_8ab73f5-df47d15.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_b7c8ac2_958255b/rev_b7c8ac2-958255b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_65f6675_c8b8e60/rev_65f6675-c8b8e60.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_a9a7e48_252778c/rev_a9a7e48-252778c.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_045c79b_041722b/rev_045c79b-041722b.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_2491dbb_b9ca95d/rev_2491dbb-b9ca95d.revisions;0
/home/paper219/Desktop/analysis/fullsample//projects/aws-sdk-java/revisions/rev_5d59017_ef31f49/rev_5d59017-ef31f49.revisions;1
